"","MetabID","NameANDPutName","Name","Formula","MW","RT","KEGGPathways","PutaID_Formula","PutaID_MzColudHits","PutaID_MassHits","PutaID_KEGG","PutaID_Chemspider","PutaID_BioCyc_asName"," PutaID_BioCyc_asPathw"
"4660","147.12538_13.247","","","C7 H17 N O2","147.12538","13.247","","C7 H17 N O2_ppm:-3.75_Ifit:97MatchedIso.:2","","","","","",""
"4661","161.95659_13.253","S_D-(+)-Maltose","S_D-(+)-Maltose","","161.95659","13.253","","","PutID_Mz_α-Lactose_simScore:92.1; D-(+)-Maltose_simScore:99.5","","","","",""
"4662","136.09971_13.258","PutID_ChemS_24033_:2,5-Diethylpyrazine_ppm:0; 76857_:2-Methyl-3-propylpyrazine_ppm:0; 25554_:5-Ethyl-2,3-dimethylpyrazine_ppm:0; 25552_:2,3-Diethylpyrazine_ppm:0; 24536_:2-Ethyl-3,5-dimethylpyrazine_ppm:0; 69099_:2-amino-4,5-dimethylphenylamine_ppm:0; 13884246_:N,N-Dimethyl-1,4-benzenediamine_ppm:0; 2276_:Betahistine_ppm:0; 13658_:Tetramethylpyrazine_ppm:0; 3547_:Phenelzine_ppm:0","","C8 H12 N2","136.09971","13.258","","C8 H12 N2_ppm:-2.51_Ifit:93MatchedIso.:2","","","","PutID_ChemS_24033_:2,5-Diethylpyrazine_ppm:0; 76857_:2-Methyl-3-propylpyrazine_ppm:0; 25554_:5-Ethyl-2,3-dimethylpyrazine_ppm:0; 25552_:2,3-Diethylpyrazine_ppm:0; 24536_:2-Ethyl-3,5-dimethylpyrazine_ppm:0; 69099_:2-amino-4,5-dimethylphenylamine_ppm:0; 13884246_:N,N-Dimethyl-1,4-benzenediamine_ppm:0; 2276_:Betahistine_ppm:0; 13658_:Tetramethylpyrazine_ppm:0; 3547_:Phenelzine_ppm:0","PutID_BioCyc_2,3,5,6-tetramethylpyrazine_ID:CPD-15901_ppm:-2.506; N,N'-dimethyl-p-phenylenediamine_ID:CPD0-1148_ppm:-2.506; phenelzine_ID:CPD-13895_ppm:-2.506; 4,5-dimethyl-1,2-phenylenediamine_ID:CPD-11237_ppm:-2.506","META:PWY-7403_tetramethylpyrazine degradation_ref:2,3,5,6-tetramethylpyrazine_compoundUsed:51"
"4663","437.77941_13.261","","","C2 H2 Cl N2 O10 P3 S3","437.77941","13.261","","C2 H2 Cl N2 O10 P3 S3_ppm:4.82_Ifit:31MatchedIso.:3","","","","","",""
"4664","361.8694_13.275","","","C6 H2 O12 S3","361.8694","13.275","","C3 H N4 O9 P3 S_ppm:4.67_Ifit:83MatchedIso.:2; C3 H2 N6 O5 S5_ppm:1.04_Ifit:32MatchedIso.:2; C2 H6 N2 O9 S5_ppm:4.74_Ifit:55MatchedIso.:2; C3 H4 N6 O3 P2 S4_ppm:-2.47_Ifit:61MatchedIso.:2; C2 H8 N2 O7 P2 S4_ppm:1.22_Ifit:61MatchedIso.:2; C4 H13 O3 P3 S5_ppm:3.57_Ifit:40MatchedIso.:3; C5 H N8 P3 S3_ppm:-1.42_Ifit:44MatchedIso.:3; C4 H5 N4 O4 P3 S3_ppm:2.27_Ifit:49MatchedIso.:3; C6 H2 O12 S3_ppm:-3.98_Ifit:50MatchedIso.:3","","","","","",""
"4665","249.03068_13.299","PutID_ChemS_110309_:4-[(1R)-2-Amino-1-hydroxyethyl]-2-hydroxyphenyl hydrogen sulfate_ppm:0","","C8 H11 N O6 S","249.03068","13.299","","C10 H8 N3 O3 P_ppm:1.43_Ifit:52MatchedIso.:2; C8 H11 N O6 S_ppm:-0.1_Ifit:65MatchedIso.:4","","","","PutID_ChemS_110309_:4-[(1R)-2-Amino-1-hydroxyethyl]-2-hydroxyphenyl hydrogen sulfate_ppm:0","",""
"4666","97.0893_13.303","","","C6 H11 N","97.0893","13.303","","C6 H11 N_ppm:1.59_Ifit:97MatchedIso.:2","","","","","",""
"4667","217.00438_13.303","","","C7 H7 N O5 S","217.00438","13.303","","C9 H4 N3 O2 P_ppm:1.22_Ifit:73MatchedIso.:2; C7 H7 N O5 S_ppm:-0.53_Ifit:89MatchedIso.:4","","","","","",""
"4668","203.12656_13.325","PutID_ChemS_227624_:Lys-Gly_ppm:0; 270650_:Gly-Lys_ppm:0","","C8 H17 N3 O3","203.12656","13.325","","C8 H17 N3 O3_ppm:-2.13_Ifit:57MatchedIso.:4","","","","PutID_ChemS_227624_:Lys-Gly_ppm:0; 270650_:Gly-Lys_ppm:0","",""
"4669","265.17821_13.342","","","C14 H23 N3 O2","265.17821","13.342","","C14 H23 N3 O2_ppm:-3.08_Ifit:86MatchedIso.:2","","","","","",""
"4670","303.1357_13.342","PutID_ChemS_390624_:(13bS)-14-Methyl-8,13,13b,14-tetrahydroindolo[2',3':3,4]pyrido[2,1-b]quinazolin-5(7H)-one_ppm:0.001","","C11 H21 N5 O3 S","303.1357","13.342","","C19 H17 N3 O_ppm:-4.83_Ifit:48MatchedIso.:2; C13 H18 N7 P_ppm:-1.42_Ifit:74MatchedIso.:2; C12 H22 N3 O4 P_ppm:2.99_Ifit:68MatchedIso.:3; C11 H21 N5 O3 S_ppm:-2.68_Ifit:78MatchedIso.:4","","","","PutID_ChemS_390624_:(13bS)-14-Methyl-8,13,13b,14-tetrahydroindolo[2',3':3,4]pyrido[2,1-b]quinazolin-5(7H)-one_ppm:0.001","",""
"4671","156.12591_13.374","","","C8 H16 N2 O","156.12591","13.374","","C8 H16 N2 O_ppm:-2.24_Ifit:84MatchedIso.:3","","","","","",""
"4672","321.84966_13.374","","","C4 H Cl O9 P2 S","321.84966","13.374","","C3 H O10 P3 S_ppm:-2.08_Ifit:36MatchedIso.:2; C4 H Cl O9 P2 S_ppm:-2.63_Ifit:37MatchedIso.:4","","","","","",""
"4673","259.84932_13.375","","","","259.84932","13.375","","","","","","","",""
"4674","215.85987_13.376","","","","215.85987","13.376","","","","","","","",""
"4675","274.12694_13.385","PutID_KEGG_C03296:N2-Succinyl-L-arginine","","C10 H18 N4 O5","274.12694","13.385","Metabolic pathways;Arginine and proline metabolism","C12 H23 N2 O P S_ppm:0.25_Ifit:38MatchedIso.:4; C10 H18 N4 O5_ppm:-2.84_Ifit:55MatchedIso.:4","","","PutID_KEGG_C03296:N2-Succinyl-L-arginine","PutID_ChemS_35032795_:N-(2,5-Diamino-5-oxopentanoyl)glutamine_ppm:0.001; 57558895_:L-Alanylglycyl-L-alanylglycine_ppm:0.001; 450_:N~2~-(3-Carboxypropanoyl)-N~5~-(diaminomethylene)ornithine_ppm:0.001; 16044754_:Gln-Gln_ppm:0.001; 388993_:N(2)-succinyl-L-arginine_ppm:0.001","PutID_BioCyc_L-ala-Gly-L-Ala-Gly_ID:ALA-GLY-ALA-GLY_ppm:-2.846",""
"4676","87.10509_13.388","PutID_ChemS_7011_:UNII:DPW8I9AO83_ppm:0; 7606_:Leucamine_ppm:0","","C5 H13 N","87.10509","13.388","","C5 H13 N_ppm:3.33_Ifit:77MatchedIso.:2","","","","PutID_ChemS_7011_:UNII:DPW8I9AO83_ppm:0; 7606_:Leucamine_ppm:0","",""
"4677","221.89442_13.396","","","","221.89442","13.396","","","","","","","",""
"4678","283.89491_13.396","","","C4 H N2 O7 P S2","283.89491","13.396","","C4 H N2 O7 P S2_ppm:-4.82_Ifit:40MatchedIso.:3","","","","","",""
"4679","159.89366_13.403","","","","159.89366","13.403","","","","","","","",""
"4680","309.10503_13.404","PutID_KEGG_C00270:N-Acetylneuraminate","","C11 H19 N O9","309.10503","13.404","Metabolic pathways;Other","C6 H16 N9 O4 P_ppm:-4.07_Ifit:36MatchedIso.:2; C8 H21 N7 P2 S_ppm:-1.32_Ifit:33MatchedIso.:2; C8 H19 N7 O2 S2_ppm:2.79_Ifit:38MatchedIso.:3; C16 H15 N5 S_ppm:0.69_Ifit:39MatchedIso.:3; C14 H20 N3 O P S_ppm:-4.66_Ifit:44MatchedIso.:3; C9 H22 N5 O P3_ppm:4.23_Ifit:58MatchedIso.:3; C15 H21 N O2 P2_ppm:0.89_Ifit:68MatchedIso.:3; C11 H19 N O9_ppm:-3.08_Ifit:69MatchedIso.:3","","","PutID_KEGG_C00270:N-Acetylneuraminate","PutID_ChemS_389050_:(6R)-6-[(2R)-3-Acetoxy-1,2-dihydroxypropyl]-5-amino-3,5-dideoxy-L-threo-hex-2-ulopyranosonic acid_ppm:0.001; 882_:5-Acetamido-3,5-dideoxynon-2-ulopyranosonic acid_ppm:0.001; 388337_:N-Acetylneuraminic acid_ppm:0.001; 392681_:N-Acetyl-alpha-neuraminic acid_ppm:0.001; 392810_:Sialic acid Neu5Ac_ppm:0.001","PutID_BioCyc_N-acetyl-α-neuraminate_ID:CPD0-1122_ppm:-3.084; N-acetyl-β-neuraminate_ID:CPD0-1123_ppm:-3.084; N-acetylneuraminate_ID:N-ACETYLNEURAMINATE_ppm:-3.084","META:PWY-6138_CMP-N-acetylneuraminate biosynthesis I (eukaryotes)_ref:N-acetyl-β-neuraminate_compoundUsed:10; META:PWY-6139_CMP-N-acetylneuraminate biosynthesis II (bacteria)_ref:N-acetyl-β-neuraminate_compoundUsed:10; META:PWY-6145_superpathway of CMP-sialic acids biosynthesis_ref:N-acetyl-β-neuraminate_compoundUsed:11; META:GLCMANNANAUT-PWY_superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation_ref:N-acetylneuraminate_compoundUsed:13; META:PWY0-1324_N-acetylneuraminate and N-acetylmannosamine degradation I_ref:N-acetylneuraminate_compoundUsed:13; META:PWY-7581_N-acetylneuraminate and N-acetylmannosamine degradation II_ref:N-acetylneuraminate_compoundUsed:13; META:P441-PWY_superpathway of N-acetylneuraminate degradation_ref:N-acetylneuraminate_compoundUsed:21"
"4681","249.18332_13.429","","","C14 H23 N3 O","249.18332","13.429","","C8 H24 N7 P_ppm:0.97_Ifit:56MatchedIso.:2; C14 H23 N3 O_ppm:-3.18_Ifit:89MatchedIso.:2","","","","","",""
"4682","183.93847_13.436","","","","183.93847","13.436","","","","","","","",""
"4683","243.8756_13.436","","","","243.8756","13.436","","","","","","","",""
"4684","199.88608_13.439","","","","199.88608","13.439","","","","","","","",""
"4685","185.1523_13.44","S_Tributylamine","S_Tributylamine","C9 H19 N3 O","185.1523","13.44","","C9 H19 N3 O_ppm:-2.77_Ifit:94MatchedIso.:2","PutID_Mz_Didecyldimethylammonium_simScore:90.7; Nonyltrimethylammonium_simScore:90.7; Dodecylamine_simScore:90.7; Tributylamine_simScore:97.7","","","","PutID_BioCyc_(R,S)-piperazine-2-tert-butylcarboxamide_ID:CPD-11631_ppm:-2.768",""
"4686","148.09967_13.442","Nornicotine","Nornicotine","C9 H12 N2","148.09967","13.442","Tropane, piperidine and pyridine alkaloid biosynthesis","C9 H12 N2_ppm:-2.55_Ifit:86MatchedIso.:4","PutID_Mz_Nornicotine_score:85.1","","PutID_KEGG_C06524:Nornicotine","PutID_ChemS_513094_:2-Allyl-3,5-dimethylpyrazine_ppm:0; 513093_:5-Allyl-2,3-dimethylpyrazine_ppm:0; 4522351_:3,5-Dimethyl-2-[(1E)-1-propenyl]pyrazine_ppm:0; 4523101_:2,3-Dimethyl-5-[(1E)-1-propenyl]pyrazine_ppm:0; 4522349_:2,5-Dimethyl-3-[(1E)-1-propenyl]pyrazine_ppm:0; 4934180_:2,3-Dimethyl-6,7-dihydro-5H-cyclopenta[b]pyrazine_ppm:0; 462010_:2,5-Dimethyl-6,7-dihydro-5H-cyclopentapyrazine_ppm:0; 4936482_:3-Ethyl-5-methyl-2-vinylpyrazine_ppm:0; 83999_:3-[(2R)-2-Pyrrolidinyl]pyridine_ppm:0; 21108497_:nornicotine_ppm:0","",""
"4687","137.03487_13.467","","","C2 H8 N3 O2 P","137.03487","13.467","","C2 H8 N3 O2 P_ppm:-3.98_Ifit:100MatchedIso.:1","","","","","",""
